"subjid","cadre_id","status","selpa_final","district_final","district_size","role","job_title","gender","ethnicity","race","age","socio_disadvantaged_percentage","performance_score_avg","exp_asd","years_participation","ebp_use_primary_quality_outcome","ebp_use_secondary_quality_outcocme","ebp_use_tertiary_quality_outcome","pct_correct_avg","pct_fidelity_avg","primary_pct_cor","primary_pct_fid","ebp_res_partnership_avg","ebp_res_strategic_planning_avg","ebp_res_org_capacity_avg","ebp_res_total","use_data","ics_focus_ebp","ics_edu_support","ics_recog_ebp","ics_rewards_ebp","ics_selection_ebp","ics_selection_open","ics_exist_sup_ebp","ics_exist_use_data","ics_total","ics_total_narm"
"CAP2717",NA,"Eligible","San Diego North Inland SELPA","Escondido Union",15767,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","25 - 34",0.68,NA,2,NA,3.5,2.5,3.25,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,0,0,0,0,0,3,3
"CAP2718",NA,"Eligible","Elk Grove USD SELPA","Elk Grove Unified",62599,"Administrator","Specialist","Female","No","White","45 - 54",0.55,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,0,9,10,7,5,10,12,9,12,74,74
"CAP2719",NA,"Eligible","San Diego North Inland SELPA","Escondido Union",15767,"DSP","Special Education Teacher (serving on a single school site)","Female","No","Native Hawaiian or Other Pacific Islander","25 - 34",0.68,NA,3,NA,2.5,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,1,7,3,1,0,6,6,1,9,33,33
"CAP2720",NA,"Eligible","San Diego North Inland SELPA","Escondido Union",15767,"Director","Director of Special Education","Female","No","White","35 - 44",0.68,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,60,0,6,10,6,4,9,9,9,12,65,65
"CAP2721",NA,"Eligible","San Francisco Unified SELPA","San Francisco Unified",52592,"Specialist","Program Specialist","Female","No","White","45 - 54",0.55,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,1.5,NA,0,2,NA,3.5
"CAP2722",NA,"Eligible","San Diego North Inland SELPA","Escondido Union",15767,"Administrator","Principal","Male","No","White","45 - 54",0.68,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5.2,NA,0,7,6,6,4,3,6,6,7,45,45
"CAP2723",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,3.25,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,3,0,3,6,2,0,21,21
"CAP2724",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2725",NA,"Eligible","Tehama County SELPA","Evergreen Union",1123,"DSP","SLP/SLPA","Female","No","White","45 - 54",0.73,NA,1,NA,1.5,1.25,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,3,3,0,3,6,3,1,25,25
"CAP2726",NA,"Eligible","Tehama County SELPA","Red Bluff Joint Union High",1650,"DSP","Psychologist",NA,NA,NA,NA,0.73,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2727",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1.75,2.75,1.75,NA,NA,NA,NA,NA,NA,NA,NA,0,4,3,3,3,NA,NA,NA,NA,NA,13
"CAP2728",NA,"Eligible","Tehama County SELPA","Los Molinos Unified",595,"DSP","SLP/SLPA","Female","No","White","25 - 34",0.73,NA,3,NA,2.5,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,0,0,6,6,0,1,19,19
"CAP2729",NA,"Eligible","Tehama County SELPA","Red Bluff Union Elementary",2035,"Administrator","Principal","Female","No","White","45 - 54",0.73,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,0,12,12,12,10,12,12,11,9,90,90
"CAP2730",NA,"Eligible","Elk Grove USD SELPA","Elk Grove Unified",62599,"DSP","Paraprofessional","Female","No","White","45 - 54",0.55,NA,3,NA,2.75,4,2.25,NA,NA,NA,NA,NA,NA,NA,NA,1,12,12,6,0,10,12,12,16,80,80
"CAP2731",NA,"Eligible","San Francisco Unified SELPA","San Francisco Unified",52592,"DSP","Special Education Teacher (serving on a single school site)","Female","No","Asian","25 - 34",0.55,NA,2,NA,3.75,3.75,3,0.39,0.83,50,82.61,NA,NA,NA,NA,1,11,10,6,6,6,6,7,9,61,61
"CAP2732",NA,"Eligible","San Diego North Inland SELPA","Escondido Union",15767,"Administrator","Coordinator","Female","Decline to answer","Decline to answer","35 - 44",0.68,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2.2,2.6,34,0,7,3,9,0,5,6,1,1,32,32
"CAP2733",NA,"Eligible","Northeast Orange County SELPA","Placentia-Yorba Linda Unified",25741,"DSP","Psychologist",NA,NA,NA,NA,0.36,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2734",NA,"Eligible","Sacramento County SELPA","Sacramento County Office of Education",NA,"DSP","Paraprofessional","Decline to answer","Decline to answer","Decline to answer","25 - 34",0.67,NA,3,NA,3.5,2.75,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2735",NA,"Eligible","San Juan Unified SELPA","San Juan Unified",39805,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.54,NA,1,NA,1,1,1,0.58,1,75,100,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2736",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3.75,4,3.25,NA,NA,NA,NA,NA,NA,NA,NA,0,11,12,8,5,9,9,7,10,71,71
"CAP2737",NA,"Eligible","Elk Grove USD SELPA","Elk Grove Unified",62599,"Administrator","Assistant Principal",NA,NA,NA,NA,0.55,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2738",NA,"Eligible","Santa Clara County SELPA I","Palo Alto Unified",12249,"Specialist","Specialist","Female","Yes","2 or more of the above","25 - 34",0.19,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,0,7,6,6,3,8,8,6,9,53,53
"CAP2739",NA,"Eligible","Tehama County SELPA","Red Bluff Union Elementary",2035,"DSP","Special Education Teacher (serving on a single school site)","Female","Yes","Other","25 - 34",0.73,NA,2,NA,2.75,3.25,3.25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,0,3,3,1,0,10,10
"CAP274","CC0145","Eligible","San Benito County SELPA","San Benito High",3066,"Specialist","Program Specialist","Female","No","Other","35 - 44",0.6,44.09,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,0,7,7,9,1,8,8,4,8,52,52
"CAP2740",NA,"Eligible","Tehama County SELPA","Red Bluff Joint Union High",1650,"DSP","SLP/SLPA",NA,NA,NA,NA,0.73,NA,3,NA,1.5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2741",NA,"Eligible","Tehama County SELPA","Red Bluff Union Elementary",2035,"Director","Director of Special Education","Decline to answer","Decline to answer","Decline to answer","Decline to answer",0.73,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2,1.6,30,0,8,3,6,0,6,6,2,3,34,34
"CAP2742",NA,"Eligible","Tehama County SELPA","Red Bluff Union Elementary",2035,"DSP","Paraprofessional","Female","Yes","American Indian or Alaskan Native","45 - 54",0.73,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,9,7,4,7,9,6,11,62,62
"CAP2743",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2744",NA,"Eligible","Desert / Mountain SELPA","Victor Valley Union High",10261,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","35 - 44",0.76,NA,3,NA,3,3,3.5,0.39,0.99,0,100,NA,NA,NA,NA,1,0,0,0,0,6,6,5,0,17,17
"CAP2745",NA,"Eligible","Lake County SELPA","Konocti Unified",3489,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","65 - 74",0.78,NA,1,NA,1.5,2.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5,1,0,4,5,3,0,25,25
"CAP2746",NA,"Eligible","Garden Grove Unified","Garden Grove Unified",43163,"Administrator","Specialist","Female","No","White","35 - 44",0.72,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,0,3,3,3,3,5,5,8,8,38,38
"CAP2747",NA,"Eligible","Tehama County SELPA","Corning Union High",974,"Specialist","TOSA","Female","No","White","45 - 54",0.73,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,0,5,10,6,3,7,12,8,10,61,61
"CAP2748",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2749",NA,"Eligible","Tehama County SELPA","Los Molinos Unified",595,"DSP","Itinerant Special Education Teacher (serving multiple school sites)","Female","No","White","25 - 34",0.73,NA,2,NA,2.5,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,3,3,2,9,3,6,35,35
"CAP2750",NA,"Eligible","Modoc County SELPA",NA,NA,"DSP","Mental Health Counselor","Female","No","White","35 - 44",0.68,NA,2,NA,2.5,2.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1,9,9,9,9,9,11,9,12,77,77
"CAP2751",NA,"Eligible","South East Consortium SELPA","Berryessa Union Elementary",NA,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","25 - 34",0.52,NA,3,0,3,3.25,3.25,0.78,0.91,75,88.89,NA,NA,NA,NA,1,3,0,0,0,0,3,0,0,6,6
"CAP2752",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2753",NA,"Eligible","San Diego North Inland SELPA","Escondido Union",15767,"DSP","Paraprofessional",NA,NA,NA,NA,0.68,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2754",NA,"Eligible","San Diego North Inland SELPA","Escondido Union",15767,"Other","Other","Female","No","White","25 - 34",0.68,NA,3,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,9,9,6,6,9,9,7,8,63,63
"CAP2755",NA,"Eligible","San Diego North Inland SELPA","Escondido Union",15767,"DSP","Paraprofessional","Female","Yes","Other","25 - 34",0.68,NA,2,NA,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,6,6,6,8,50,50
"CAP2756",NA,"Eligible","San Diego North Inland SELPA","Escondido Union",15767,"DSP","Paraprofessional","Female","No","White","55 - 64",0.68,NA,3,NA,3.25,3.25,4,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,3,0,0,0,3,7,25,25
"CAP2757",NA,"Eligible","San Diego North Inland SELPA","Escondido Union",15767,"DSP","Paraprofessional",NA,NA,NA,NA,0.68,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2758",NA,"Eligible","Tehama County SELPA","Los Molinos Unified",595,"DSP","General Education Teacher","Female","No","Decline to answer","55 - 64",0.73,NA,3,NA,1.75,2.75,1.75,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2760",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2761",NA,"Eligible","Los Angeles Unified SELPA","Los Angeles Unified",467007,"DSP","Psychologist",NA,NA,NA,NA,0.86,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2763",NA,"Eligible","Mt. Diablo SELPA","Mt. Diablo Unified",31073,"DSP","Mental Health Counselor",NA,NA,NA,NA,0.46,NA,3,NA,2.5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,5,3,NA,NA,3,NA,NA,4,NA,15
"CAP2764",NA,"Eligible","Riverside Unified SELPA","Riverside Unified",41090,"DSP","Special Education Teacher (serving on a single school site)","Female","Yes","White","45 - 54",0.67,NA,2,NA,1.5,1.25,1.25,0.81,0.96,100,94.74,NA,NA,NA,NA,1,11,7,7,0,5,6,2,4,42,42
"CAP2765",NA,"Eligible","San Diego North Inland SELPA","Escondido Union",15767,"DSP","Paraprofessional","Female","No","White","45 - 54",0.68,NA,3,NA,3,2.5,2.25,NA,NA,NA,NA,NA,NA,NA,NA,1,8,5,1,0,3,5,2,3,27,27
"CAP2766",NA,"Eligible","East County San Diego SELPA","Cajon Valley Union",16581,"Director","Director of Special Education","Female","No","White","45 - 54",0.58,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1.8,1.2,20,0,1,3,2,0,0,5,1,0,12,12
"CAP2767",NA,"Eligible","San Francisco Unified SELPA","San Francisco Unified",52592,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","25 - 34",0.55,NA,3,NA,4,3.5,4,0.5,0.98,50,100,NA,NA,NA,NA,1,6,6,9,1,4,6,2,5,39,39
"CAP2768",NA,"Eligible","San Diego North Inland SELPA","Escondido Union",15767,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","25 - 34",0.68,NA,1,NA,3.75,4,2.75,NA,NA,NA,NA,NA,NA,NA,NA,1,6,4,6,0,6,5,3,6,36,36
"CAP2769",NA,"Eligible","San Diego North Coastal SELPA","Encinitas Union Elementary",5350,"DSP","Paraprofessional","Female","No","White","65 - 74",0.43,NA,3,NA,3.25,3.25,3,NA,NA,NA,NA,NA,NA,NA,NA,1,9,8,6,0,6,8,7,10,54,54
"CAP277","CC0672","Eligible","Clovis SELPA",NA,NA,"Administrator","Specialist","Female","No","Black, African American","25 - 34",0.43,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,0,5,4,5,3,8,9,7,12,53,53
"CAP2770",NA,"Eligible","San Diego North Inland SELPA","Escondido Union",15767,"DSP","Paraprofessional",NA,NA,NA,NA,0.68,NA,3,NA,2.75,1.75,1.75,NA,NA,NA,NA,NA,NA,NA,NA,1,9,7.5,NA,NA,NA,9,NA,NA,NA,25.5
"CAP2771",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2772",NA,"Eligible","Tehama County SELPA","Antelope Elementary",753,"DSP","SLP/SLPA",NA,NA,NA,NA,0.73,NA,2,NA,2,2.75,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2773",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2774",NA,"Eligible","San Diego North Coastal SELPA","Del Mar Union Elementary",4453,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.43,NA,2,NA,1.25,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2775",NA,"Eligible","Tehama County SELPA","Corning Union Elementary",2112,"Other","Nurse",NA,NA,NA,NA,0.73,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2776",NA,"Eligible","San Diego North Coastal SELPA","Del Mar Union Elementary",4453,"DSP","SLP/SLPA","Female","No","White","45 - 54",0.43,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,3,2,0,NA,NA,NA,NA,NA,13
"CAP2777",NA,"Eligible","Amador County SELPA","Amador County Unified",3926,"Administrator","Principal","Male","No","White","45 - 54",0.47,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,4,6,2,4,7,2,4,35,35
"CAP2778",NA,"Eligible","Amador County SELPA","Amador County Unified",3926,"DSP","Paraprofessional","Male","Yes","Other","45 - 54",0.47,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,7,6,9,9,9,7,NA,NA,55
"CAP2779",NA,"Eligible","Amador County SELPA","Amador County Unified",3926,"Administrator","Principal","Male","No","White","45 - 54",0.47,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,2.4,NA,0,3,2,0,0,0,7,0,0,12,12
"CAP2780",NA,"Eligible","Tehama County SELPA","Gerber Union Elementary",414,"Specialist","Coordinator","Female","Yes","Decline to answer","35 - 44",0.73,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2.5,22.5,0,3,2,NA,0,3,9,0,4,NA,21
"CAP2781",NA,"Eligible","Solano County SELPA","Vacaville Unified",11378,"Specialist","Behavior Specialist","Female","Yes","2 or more of the above","35 - 44",0.49,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,0,5,5,4.5,0,NA,NA,4,4,NA,22.5
"CAP2782",NA,"Eligible","Amador County SELPA","Amador County Unified",3926,"Administrator","Assistant Principal","Decline to answer","No","White","35 - 44",0.47,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2783",NA,"Eligible","Solano County SELPA","Vacaville Unified",11378,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","45 - 54",0.49,NA,3,NA,2.5,2.5,2.25,0.64,0.84,100,94.74,NA,NA,NA,NA,1,8,11,6,6,5,3,7,12,58,58
"CAP2784",NA,"Eligible","Solano County SELPA","Vacaville Unified",11378,"DSP","Special Education Teacher (serving on a single school site)","Male","No","White","55 - 64",0.49,NA,3,NA,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2785",NA,"Eligible","Solano County SELPA","Vacaville Unified",11378,"DSP","Special Education Teacher (serving on a single school site)","Male","No","2 or more of the above","45 - 54",0.49,NA,3,NA,2.75,2.25,2.25,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,7,2,10,10,7,7,63,63
"CAP2786",NA,"Eligible","Modoc County SELPA",NA,NA,"DSP","Itinerant Special Education Teacher (serving multiple school sites)","Male","No","White","55 - 64",0.68,NA,1,NA,2.5,2.5,3.25,NA,NA,NA,NA,NA,NA,NA,NA,1,12,9,7,9,12,12,10,10,81,81
"CAP2787",NA,"Eligible","Solano County SELPA","Vacaville Unified",11378,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","35 - 44",0.49,NA,3,NA,3.5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,12,6,6,1,5,9,6,7,52,52
"CAP2788",NA,"Eligible","Tehama County SELPA","Corning Union Elementary",2112,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","55 - 64",0.73,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1.2,16,0,0,1,0,0,0,3,0,0,4,4
"CAP2789",NA,"Eligible","San Diego North Coastal SELPA","Del Mar Union Elementary",4453,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","25 - 34",0.43,NA,2,NA,1,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,0,2,6,2,3,22,22
"CAP2790",NA,"Eligible","Tehama County SELPA","Tehama County Department of Education",NA,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","55 - 64",0.73,NA,3,NA,3,3.75,3,0.45,0.98,50,100,NA,NA,NA,NA,1,11,10,9,6,6,9,6,8,65,65
"CAP2791",NA,"Eligible","Solano County SELPA","Vacaville Unified",11378,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","55 - 64",0.49,NA,3,NA,3.5,2.75,2.75,0.61,1,50,100,NA,NA,NA,NA,1,3,3,2,0,0,0,0,0,8,8
"CAP2792",NA,"Eligible","Poway Unified SELPA","Poway Unified",36519,"Specialist","TOSA","Female","No","White","35 - 44",0.18,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,0,2,4,5,1,6,9,0,1,28,28
"CAP2793",NA,"Eligible","Poway Unified SELPA","Poway Unified",36519,"DSP","Paraprofessional","Female","No","White","Decline to answer",0.18,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,3.33,NA,0,6,3,6,0,5,3,0,5,28,28
"CAP2794",NA,"Eligible","San Joaquin County SELPA","Tracy Joint Unified",14967,"DSP","Paraprofessional","Female","No","2 or more of the above","18 - 24",0.57,NA,3,NA,4,3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,3,3,3,4,14,14
"CAP2795",NA,"Eligible","San Joaquin County SELPA","Tracy Joint Unified",14967,"DSP","Paraprofessional","Female","Yes","Decline to answer","25 - 34",0.57,NA,1,NA,3.5,2.25,2,NA,NA,NA,NA,NA,NA,NA,NA,1,8,9,9,9,6,6,7,11,65,65
"CAP2796",NA,"Eligible","San Joaquin County SELPA",NA,NA,"Specialist","Behavior Specialist","Female","No","White","35 - 44",0.57,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,0,6,6,7,0,4,9,4,5,41,41
"CAP2797",NA,"Eligible","San Joaquin County SELPA","Tracy Joint Unified",14967,"DSP","Paraprofessional","Decline to answer","Decline to answer","Decline to answer","Decline to answer",0.57,NA,1,NA,2.5,2.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,10,3,5,1,1,6,3,4,33,33
"CAP2798",NA,"Eligible","Tuolumne County SELPA",NA,NA,"DSP","OT/OTA","Female","No","White","25 - 34",0.52,NA,2,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,0,4,6,6,7,30,30
"CAP2799",NA,"Eligible","San Joaquin County SELPA","Tracy Joint Unified",14967,"DSP","Special Education Teacher (serving on a single school site)","Female","No","American Indian or Alaskan Native","25 - 34",0.57,NA,3,NA,3.75,3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0
"CAP280","CC0649","Eligible","Pajaro Valley School District SELPA",NA,NA,"Specialist","Behavior Specialist","Female","No","White","35 - 44",0.75,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,0,6,5,5,5,9,6,6,8,50,50
"CAP2800",NA,"Eligible","San Joaquin County SELPA","Tracy Joint Unified",14967,"DSP","Paraprofessional","Female","No","White","35 - 44",0.57,NA,3,NA,2.25,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,9,9,9,9,6,6,6,8,62,62
"CAP2801",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2802",NA,"Eligible","San Diego City Unified SELPA","San Diego Unified",104801,"DSP","General Education Teacher","Female","No","White","35 - 44",0.59,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,1,3,3
"CAP2803",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2804",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2805",NA,"Eligible","Kern County Consortium SELPA","Delano Union Elementary",5403,"DSP","SLP/SLPA","Female","Decline to answer","White","25 - 34",0.74,NA,0,NA,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,6,9,5,4,5,11,3,7,50,50
"CAP2806",NA,"Eligible","Amador County SELPA","Amador County Unified",3926,"Administrator","Principal","Female","No","2 or more of the above","45 - 54",0.47,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,15,0,5,3,4,3,4,6,3,4,32,32
"CAP2807",NA,"Eligible","West San Gabriel Valley SELPA","Temple City Unified",5831,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","35 - 44",0.61,NA,1,NA,1.25,1.25,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,0,6,6,6,8,30,30
"CAP2808",NA,"Eligible","Fresno County SELPA","Kings Canyon Joint Unified",9554,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","35 - 44",0.81,NA,3,NA,2.75,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,6,6,6,8,50,50
"CAP2809",NA,"Eligible","Mt. Diablo SELPA","Mt. Diablo Unified",31073,NA,NA,"Female","No","White","25 - 34",0.46,NA,3,NA,2.5,2,2.25,0.78,0.96,100,94.74,NA,NA,NA,NA,1,8,4,9,2,10,8,3,0,44,44
"CAP2810",NA,"Eligible","San Joaquin County SELPA","Tracy Joint Unified",14967,"DSP","Special Education Teacher (serving on a single school site)","Female","No","2 or more of the above","25 - 34",0.57,NA,3,NA,3,2,2.75,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,2,5,6,8,45,45
"CAP2811",NA,"Eligible","West San Gabriel Valley SELPA","San Marino Unified",3072,"DSP","Paraprofessional","Female","Yes","Other","45 - 54",0.61,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.2,5.33,5,67.66,0,10,9,0,0,3,12,9,12,55,55
"CAP2812",NA,"Eligible","San Diego North Inland SELPA","Escondido Union",15767,"DSP","Paraprofessional",NA,NA,NA,NA,0.68,NA,3,NA,2.75,2,2.75,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2813",NA,"Eligible","San Joaquin County SELPA","San Joaquin County Office of Education",NA,"DSP","Paraprofessional","Female","Yes","Other","25 - 34",0.57,NA,3,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,9,6,3,3,3,7,3,8,42,42
"CAP2814",NA,"Eligible","San Joaquin County SELPA","Tracy Joint Unified",14967,"DSP","Paraprofessional","Female","Yes","White","45 - 54",0.57,NA,3,NA,2.75,2.5,4,NA,NA,NA,NA,NA,NA,NA,NA,1,8,9,8,6,6,6,6,8,57,57
